height,sample_count,optimization_type,size
1429000,521,none,3424779
1454000,513,none,3280379
1479000,514,none,3524678
1504000,508,none,3455052
1529000,507,none,3455241
1554000,513,none,3709819
1579000,511,none,3228785
1604000,508,none,2962660
1629000,501,none,3370975
1654000,513,none,3316979
1679000,501,none,3399523
1704000,523,none,2944993
1729000,527,none,3291693
1754000,535,none,3215029
1779000,532,none,3574032
1804000,522,none,3199430
1829000,524,none,3205640
1854000,529,none,3500179
1879000,526,none,3541494
1904000,528,none,3384956
1929000,537,none,3578943
1954000,532,none,3249512
1979000,531,none,3458809
2004000,530,none,3552450
2029000,536,none,3559368
2054000,541,none,3540855
2079000,541,none,3953459
2104000,550,none,3480594
2129000,551,none,3833717
2154000,559,none,4001785
2179000,556,none,3902068
2204000,561,none,3822555
2229000,556,none,3525576
2254000,547,none,3638297
2279000,546,none,3409370
2304000,556,none,3630984
2329000,554,none,3873654
2354000,552,none,3550732
2379000,558,none,3894370
2404000,555,none,3714621
2429000,553,none,3588363
2454000,562,none,4045626
2479000,570,none,3808654
2504000,573,none,3819799
2529000,570,none,3956518
2554000,576,none,3987104
2579000,586,none,4527870
2604000,565,none,4182675
2629000,571,none,4129813
2654000,577,none,4057919
2679000,566,none,3929702
2704000,569,none,3711243
2729000,560,none,3716903
2754000,562,none,3798509
2779000,572,none,3960831
2804000,574,none,3795997
2829000,578,none,3723261
2854000,580,none,3993479
2879000,574,none,3729629
2904000,585,none,3877854
2929000,588,none,4070047
2954000,596,none,3987283
2979000,591,none,4272244
3004000,583,none,3829432
3029000,585,none,3878830
3054000,577,none,4282942
3079000,584,none,3918547
904000,206,none,963498
929000,357,none,1940483
954000,393,none,2353115
979000,414,none,2362078
1004000,431,none,2466469
1029000,445,none,2767359
1054000,447,none,2573297
1079000,448,none,2831260
1104000,458,none,2536570
1129000,467,none,2753249
1154000,465,none,2701411
1179000,477,none,3091983
1204000,470,none,2915674
1229000,495,none,3034657
1254000,492,none,3208952
1279000,505,none,3255051
1304000,515,none,3381017
1329000,514,none,3483686
1354000,524,none,3238772
1379000,511,none,3334925
1404000,515,none,3415177
1429000,521,none,3429415
1454000,513,none,3277695
1479000,514,none,3535414
1504000,508,none,3454808
1529000,507,none,3471833
1554000,513,none,3734463
1579000,511,none,3257089
1604000,508,none,2968760
1629000,501,none,3356091
1654000,513,none,3345039
1679000,501,none,3355359
1704000,523,none,2975981
1729000,527,none,3290473
1754000,535,none,3219421
1779000,532,none,3588184
1804000,522,none,3210654
1829000,524,none,3218816
1854000,529,none,3497495
1879000,526,none,3602982
1904000,528,none,3429608
1929000,537,none,3618227
1954000,532,none,3202908
1979000,531,none,3489553
2004000,530,none,3534638
2029000,536,none,3595724
2054000,541,none,3522555
2079000,541,none,3930035
2104000,550,none,3475226
2129000,551,none,3843233
2154000,559,none,3939809
2179000,556,none,3860588
2204000,561,none,3797911
2229000,556,none,3573156
2254000,547,none,3594133
2279000,546,none,3420350
2304000,556,none,3643428
2329000,554,none,3854622
2354000,552,none,3600752
2379000,558,none,3903642
2404000,555,none,3702421
2429000,553,none,3589095
2454000,562,none,4037574
2479000,570,none,3814699
2504000,573,none,3787103
2529000,570,none,3968474
2554000,576,none,3954652
2579000,586,none,4472970
2604000,565,none,4227815
2629000,571,none,4149577
2654000,577,none,4047128
2679000,566,none,3920430
2704000,569,none,3729787
2729000,560,none,3692015
2754000,562,none,3786065
2779000,572,none,3949119
2804000,574,none,3718161
2829000,578,none,3808661
2854000,580,none,3993235
2879000,574,none,3732069
2904000,585,none,3947150
2929000,588,none,4070779
2954000,596,none,4053163
2979000,591,none,4258824
3004000,583,none,3841632
3029000,585,none,3870723
3054000,577,none,4302462
3079000,584,none,3998579
904000,206,none,963010
929000,357,none,1929015
954000,393,none,2361655
979000,414,none,2375742
1004000,431,none,2503801
1029000,445,none,2760283
1054000,447,none,2564269
1079000,448,none,2839556
1104000,458,none,2534618
1129000,467,none,2749833
1154000,465,none,2734107
1179000,477,none,3048551
1204000,470,none,2929338
1229000,495,none,3009281
1254000,492,none,3173328
1279000,505,none,3219915
1304000,515,none,3380041
1329000,514,none,3492226
1354000,524,none,3275860
1379000,511,none,3326629
1404000,515,none,3409321
1429000,521,none,3454547
1454000,513,none,3248415
1479000,514,none,3491250
1504000,508,none,3465544
1529000,507,none,3493061
1554000,513,none,3735927
1579000,511,none,3236349
1604000,508,none,2994868
1629000,501,none,3326811
1654000,513,none,3334059
1679000,501,none,3349015
1704000,523,none,2977445
1729000,527,none,3258509
1754000,535,none,3238941
1779000,532,none,3582084
1804000,522,none,3190402
1829000,524,none,3183436
1854000,529,none,3499203
1879000,526,none,3581754
1904000,528,none,3386176
1929000,537,none,3565279
1954000,532,none,3216328
1979000,531,none,3475401
2004000,530,none,3514142
2029000,536,none,3608168
2054000,541,none,3563059
2079000,541,none,3946383
2104000,550,none,3478886
2129000,551,none,3822737
2154000,559,none,4000565
2179000,556,none,3846924
2204000,561,none,3826703
2229000,556,none,3480436
2254000,547,none,3651473
2279000,546,none,3448410
2304000,556,none,3656360
2329000,554,none,3858282
2354000,552,none,3570252
2379000,558,none,3920478
2404000,555,none,3726821
2429000,553,none,3629599
2454000,562,none,4061974
2479000,570,none,3818902
2504000,573,none,3785639
2529000,570,none,3949930
2554000,576,none,3940988
2579000,586,none,4481510
2604000,565,none,4209271
2629000,571,none,4133473
2654000,577,none,4054747
2679000,566,none,3920918
2704000,569,none,3736619
2729000,560,none,3724955
2754000,562,none,3778257
2779000,572,none,3940579
2804000,574,none,3811857
2829000,578,none,3765473
2854000,580,none,3996163
2879000,574,none,3759153
2904000,585,none,3938366
2929000,588,none,4080295
2954000,596,none,3975815
2979000,591,none,4340320
3004000,583,none,3846024
3029000,585,none,3845890
3054000,577,none,4272938
3079000,584,none,3971251
904000,206,none,963742
929000,357,none,1931211
954000,393,none,2368975
979000,414,none,2363054
1004000,431,none,2488429
1029000,445,none,2761747
1054000,447,none,2561829
1079000,448,none,2829064
1104000,458,none,2569266
1129000,467,none,2764717
1154000,465,none,2702143
1179000,477,none,3038547
1204000,470,none,2935682
1229000,495,none,3018797
1254000,492,none,3225056
1279000,505,none,3244315
1304000,515,none,3370281
1329000,514,none,3496618
1354000,524,none,3265124
1379000,511,none,3314673
1404000,515,none,3439089
1429000,521,none,3462355
1454000,513,none,3265983
1479000,514,none,3530534
1504000,508,none,3476280
1529000,507,none,3510629
1554000,513,none,3715187
1579000,511,none,3227077
1604000,508,none,2979252
1629000,501,none,3333643
1654000,513,none,3293799
1679000,501,none,3301435
1704000,523,none,2960853
1729000,527,none,3277541
1754000,535,none,3195021
1779000,532,none,3623320
1804000,522,none,3184058
1829000,524,none,3216376
1854000,529,none,3487735
1879000,526,none,3564430
1904000,528,none,3379832
1929000,537,none,3600903
1954000,532,none,3212180
1979000,531,none,3491017
2004000,530,none,3535370
2029000,536,none,3591332
2054000,541,none,3552323
2079000,541,none,3938819
2104000,550,none,3492062
2129000,551,none,3807609
2154000,559,none,3949813
2179000,556,none,3873520
2204000,561,none,3801815
2229000,556,none,3507032
2254000,547,none,3637809
2279000,546,none,3431818
2304000,556,none,3686616
2329000,554,none,3846082
2354000,552,none,3569032
2379000,558,none,3918526
2404000,555,none,3693149
2429000,553,none,3582507
2454000,562,none,4085886
2479000,570,none,3814266
2504000,573,none,3833463
2529000,570,none,3934070
2554000,576,none,3923853
2579000,586,none,4480290
2604000,565,none,4195363
2629000,571,none,4132741
2654000,577,none,4051087
2679000,566,none,3921406
2704000,569,none,3712652
2729000,560,none,3724955
2754000,562,none,3808025
2779000,572,none,3943507
2804000,574,none,3798437
2829000,578,none,3772305
2854000,580,none,3992991
2879000,574,none,3711085
2904000,585,none,3941538
2929000,588,none,4082979
2954000,596,none,4014367
2979000,591,none,4292008
3004000,583,none,3841632
3029000,585,none,3872242
3054000,577,none,4307342
3079000,584,none,3954659
904000,206,none,964718
929000,357,none,1945851
954000,393,none,2359215
979000,414,none,2343046
1004000,431,none,2492089
1029000,445,none,2765895
1054000,447,none,2566709
1079000,448,none,2840288
1104000,458,none,2562922
1129000,467,none,2746661
1154000,465,none,2718735
1179000,477,none,3075391
1204000,470,none,2929826
1229000,495,none,3047345
1254000,492,none,3215296
1279000,505,none,3233579
1304000,515,none,3354421
1329000,514,none,3509062
1354000,524,none,3298308
1379000,511,none,3342001
1404000,515,none,3413225
1429000,521,none,3450399
1454000,513,none,3258419
1479000,514,none,3575918
1504000,508,none,3437972
1529000,507,none,3494525
1554000,513,none,3700059
1579000,511,none,3250501
1604000,508,none,2972420
1629000,501,none,3329739
1654000,513,none,3324787
1679000,501,none,3378295
1704000,523,none,3019413
1729000,527,none,3275589
1754000,535,none,3245773
1779000,532,none,3583792
1804000,522,none,3186010
1829000,524,none,3211740
1854000,529,none,3507499
1879000,526,none,3576386
1904000,528,none,3391056
1929000,537,none,3612615
1954000,532,none,3228284
1979000,531,none,3496629
2004000,530,none,3491694
2029000,536,none,3613292
2054000,541,none,3530363
2079000,541,none,3955411
2104000,550,none,3512802
2129000,551,none,3863485
2154000,559,none,3977629
2179000,556,none,3892796
2204000,561,none,3794495
2229000,556,none,3534360
2254000,547,none,3608041
2279000,546,none,3454510
2304000,556,none,3678564
2329000,554,none,3860966
2354000,552,none,3570496
2379000,558,none,3940242
2404000,555,none,3711937
2429000,553,none,3589583
2454000,562,none,4029278
2479000,570,none,3839642
2504000,573,none,3790031
2529000,570,none,3947246
2554000,576,none,3971244
2579000,586,none,4484194
2604000,565,none,4228547
2629000,571,none,4120053
2654000,577,none,4048647
2679000,566,none,3908474
2704000,569,none,3695139
2729000,560,none,3683231
2754000,562,none,3815101
2779000,572,none,3960587
2804000,574,none,3766229
2829000,578,none,3743214
2854000,580,none,3970299
2879000,574,none,3790385
2904000,585,none,3945198
2929000,588,none,4047599
2954000,596,none,4041695
2979000,591,none,4260776
3004000,583,none,3884820
3029000,585,none,3886638
3054000,577,none,4321982
3079000,584,none,3931235
904000,206,none,961790
929000,357,none,1927063
954000,393,none,2368731
979000,414,none,2355978
1004000,431,none,2458417
1029000,445,none,2757599
1054000,447,none,2576225
1079000,448,none,2841508
1104000,458,none,2557066
1129000,467,none,2733729
1154000,465,none,2722883
1179000,477,none,3063191
1204000,470,none,2906158
1229000,495,none,3035145
1254000,492,none,3188944
1279000,505,none,3215767
1304000,515,none,3346613
1329000,514,none,3529314
1354000,524,none,3277080
1379000,511,none,3307597
1404000,515,none,3390045
1429000,521,none,3443079
1454000,513,none,3264275
1479000,514,none,3524678
1504000,508,none,3479452
1529000,507,none,3479397
1554000,513,none,3717871
1579000,511,none,3248305
1604000,508,none,2969248
1629000,501,none,3368779
1654000,513,none,3305023
1679000,501,none,3361215
1704000,523,none,2943041
1729000,527,none,3267293
1754000,535,none,3215517
1779000,532,none,3579400
1804000,522,none,3206506
1829000,524,none,3241996
1854000,529,none,3454307
1879000,526,none,3577606
1904000,528,none,3378612
1929000,537,none,3590899
1954000,532,none,3219988
1979000,531,none,3481257
2004000,530,none,3520242
2029000,536,none,3595236
2054000,541,none,3566963
2079000,541,none,3946383
2104000,550,none,3504506
2129000,551,none,3814197
2154000,559,none,3968601
2179000,556,none,3889624
2204000,561,none,3832803
2229000,556,none,3540948
2254000,547,none,3603893
2279000,546,none,3426450
2304000,556,none,3688324
2329000,554,none,3866578
2354000,552,none,3588796
2379000,558,none,3922186
2404000,555,none,3694613
2429000,553,none,3622767
2454000,562,none,4022446
2479000,570,none,3870142
2504000,573,none,3761971
2529000,570,none,3921870
2554000,576,none,3929032
2579000,586,none,4523966
2604000,565,none,4204391
2629000,571,none,4130301
2654000,577,none,4063531
2679000,566,none,3910426
2704000,569,none,3726859
2729000,560,none,3690795
2754000,562,none,3768253
2779000,572,none,3945215
2804000,574,none,3817957
2829000,578,none,3756201
2854000,580,none,3992747
2879000,574,none,3737681
2904000,585,none,3935682
2929000,588,none,4047843
2954000,596,none,4028519
2979000,591,none,4316896
3004000,583,none,3874084
3029000,585,none,3911526
3054000,577,none,4297338
