height,c,L,size,attack_cost
1629000,0.65,144,2024526,5117
1629000,0.65,192,2070309,6822
1629000,0.65,240,2127347,8528
1629000,0.8,100,3538181,4373
1629000,0.8,144,3566313,6298
1629000,0.8,192,3596002,8397
1629000,0.8,240,3609405,10496
1654000,0.2,100,711640,1093
1654000,0.2,144,735824,1574
1654000,0.2,192,830122,2099
1654000,0.2,240,901783,2624
1654000,0.35,100,955425,1913
1654000,0.35,144,994761,2755
1654000,0.35,192,1069374,3674
1654000,0.35,240,1151118,4592
1654000,0.5,100,1366770,2733
1654000,0.5,144,1389428,3936
1654000,0.5,192,1446387,5248
1654000,0.5,240,1523086,6560
1654000,0.65,100,2036310,3553
1654000,0.65,144,2015175,5117
1654000,0.65,192,2112930,6822
1654000,0.65,240,2129464,8528
1654000,0.8,100,3594387,4373
1654000,0.8,144,3572011,6298
1654000,0.8,192,3627320,8397
1654000,0.8,240,3616323,10496
1679000,0.2,100,669538,1093
1679000,0.2,144,749842,1574
1679000,0.2,192,826084,2099
1679000,0.2,240,892133,2624
1679000,0.35,100,946617,1913
1679000,0.35,144,1032313,2755
1679000,0.35,192,1050751,3674
1679000,0.35,240,1144994,4592
1679000,0.5,100,1335569,2733
1679000,0.5,144,1384091,3936
1679000,0.5,192,1445985,5248
1679000,0.5,240,1513357,6560
1679000,0.65,100,2018993,3553
1679000,0.65,144,2063738,5117
1679000,0.65,192,2087750,6822
1679000,0.65,240,2149967,8528
1679000,0.8,100,3603862,4373
1679000,0.8,144,3594662,6298
1679000,0.8,192,3617275,8397
1679000,0.8,240,3627506,10496
1704000,0.2,100,626862,1093
1704000,0.2,144,680570,1574
1704000,0.2,192,750468,2099
1704000,0.2,240,825789,2624
1704000,0.35,100,856048,1913
1704000,0.35,144,916612,2755
1704000,0.35,192,982441,3674
1704000,0.35,240,1038077,4592
1704000,0.5,100,1193007,2733
1704000,0.5,144,1239278,3936
1704000,0.5,192,1308248,5248
1704000,0.5,240,1344931,6560
1704000,0.65,100,1806770,3553
1704000,0.65,144,1812719,5117
1704000,0.65,192,1863626,6822
1704000,0.65,240,1897484,8528
1704000,0.8,100,3227494,4373
1704000,0.8,144,3188715,6298
1704000,0.8,192,3173319,8397
1704000,0.8,240,3188918,10496
1729000,0.2,100,570697,1093
1729000,0.2,144,633433,1574
1729000,0.2,192,707235,2099
1729000,0.2,240,769868,2624
1729000,0.35,100,790140,1913
1729000,0.35,144,827524,2755
1729000,0.35,192,889937,3674
1729000,0.35,240,965825,4592
1729000,0.5,100,1097073,2733
1729000,0.5,144,1132852,3936
1729000,0.5,192,1190842,5248
1729000,0.5,240,1248265,6560
1729000,0.65,100,1649241,3553
1729000,0.65,144,1643966,5117
1729000,0.65,192,1708293,6822
1729000,0.65,240,1712871,8528
1729000,0.8,100,2915206,4373
1729000,0.8,144,2864471,6298
1729000,0.8,192,2858347,8397
1729000,0.8,240,2869310,10496
1754000,0.2,100,646035,1093
1754000,0.2,144,687055,1574
1754000,0.2,192,760802,2099
1754000,0.2,240,855210,2624
1754000,0.35,100,874898,1913
1754000,0.35,144,943270,2755
1754000,0.35,192,1006116,3674
1754000,0.35,240,1079375,4592
1754000,0.5,100,1265757,2733
1754000,0.5,144,1303787,3936
1754000,0.5,192,1348845,5248
1754000,0.5,240,1419688,6560
1754000,0.65,100,1865430,3553
1754000,0.65,144,1909632,5117
1754000,0.65,192,1932235,6822
1754000,0.65,240,1992689,8528
1754000,0.8,100,3340501,4373
1754000,0.8,144,3296897,6298
1754000,0.8,192,3316094,8397
1754000,0.8,240,3310953,10496
1779000,0.2,100,454195,1093
1779000,0.2,144,524007,1574
