,chaintip,c,L,m,N_a,protocol
63,2479000,0.1817484743884022,137.55273646244873,181.2947270612975,25.0,interactive
64,2504000,0.18167598329947374,137.6076217999059,181.44438754991452,25.0,interactive
65,2529000,0.18160429328917427,137.66194370852074,181.592531266095,25.0,interactive
66,2554000,0.1815333876549563,137.71571347259788,181.73918838025827,25.0,interactive
67,2579000,0.18146325020248497,137.76894204255606,181.88438817431543,25.0,interactive
68,2604000,0.18139386522540704,137.82164004793674,182.02815907616144,25.0,interactive
69,2629000,0.18132521748611158,137.87381780978617,182.17052869251174,25.0,interactive
70,2654000,0.18125729219742492,137.92548535244623,182.31152384017741,25.0,interactive
71,2679000,0.18119007500518503,137.9766524147892,182.45117057586617,25.0,interactive
72,2704000,0.18112355197164615,138.027328460926,182.5894942245931,25.0,interactive
73,2729000,0.18105770955966724,138.07752269041765,182.72651940677787,25.0,interactive
74,2754000,0.18099253461763884,138.1272440480183,182.86227006409987,25.0,interactive
75,2779000,0.18092801436510939,138.17650123297358,182.99676948417886,25.0,interactive
76,2804000,0.18086413637907073,138.22530270790023,183.13004032414645,25.0,interactive
77,2829000,0.1808008885808686,138.2736567072678,183.2621046331649,25.0,interactive
78,2854000,0.18073825922370337,138.3215712455048,183.3929838739512,25.0,interactive
79,2879000,0.1806762368806896,138.3690541247484,183.52269894335763,25.0,interactive
80,2904000,0.1806148104334451,138.41611294225658,183.65127019205823,25.0,interactive
81,2929000,0.18055396906118168,138.46275509750006,183.77871744338756,25.0,interactive
82,2954000,0.18049370223027103,138.50898779895041,183.90506001137518,25.0,interactive
83,2979000,0.18043399968426183,138.55481807058007,184.0303167180161,25.0,interactive
84,3004000,0.18037485143432433,138.60025275808843,184.15450590981575,25.0,interactive
85,3029000,0.18031624775010047,138.64529853486854,184.27764547364686,25.0,interactive
86,3054000,0.18025817915094125,138.6899619077255,184.39975285195106,25.0,interactive
87,3079000,0.18020063639750825,138.7342492223612,184.52084505731744,25.0,interactive
88,3104000,0.18014361048372504,138.7781666686347,184.64093868646955,25.0,interactive
89,3129000,0.18008709262905898,138.8217202856102,184.76004993368807,25.0,interactive
90,904000,0.16296268703587824,153.40935066010505,198.6004452404055,25.0,non_interactive
91,929000,0.16271839568311444,153.639666216266,199.18979935648719,25.0,non_interactive
92,954000,0.162481356148382,153.86380685528857,199.76363180526445,25.0,non_interactive
93,979000,0.16225116984724675,154.08209397526403,200.32274312531146,25.0,non_interactive
94,1004000,0.16202746963651107,154.2948245509509,200.86787339221237,25.0,non_interactive
95,1029000,0.16180991662000904,154.50227354550503,201.39970816189538,25.0,non_interactive
96,1054000,0.16159819734791572,154.70469603182394,201.9188837009377,25.0,non_interactive
97,1079000,0.1613920213529986,154.90232906445664,202.42599160411845,25.0,non_interactive
98,1104000,0.161191118976469,155.0953933364626,202.92158288340832,25.0,non_interactive
99,1129000,0.16099523944366756,155.28409465018706,203.40617159939393,25.0,non_interactive
100,1154000,0.16080414915602065,155.46862522647774,203.8802380952515,25.0,non_interactive
101,1179000,0.16061763017084707,155.64916487316987,204.34423188436568,25.0,non_interactive
102,1204000,0.16043547884483597,155.825882030611,204.79857423517933,25.0,non_interactive
103,1229000,0.16025750462057314,155.99893470942396,205.2436604906024,25.0,non_interactive
104,1254000,0.1600835289384488,156.1684713335646,205.67986215403542,25.0,non_interactive
105,1279000,0.15991338425876864,156.33463149992187,206.10752876964037,25.0,non_interactive
106,1304000,0.1597469131809888,156.49754666417684,206.5269896207491,25.0,non_interactive
107,1329000,0.15958396764876234,156.6573407613474,206.9385552671188,25.0,non_interactive
108,1354000,0.15942440823099327,156.81413076833874,207.34251893904977,25.0,non_interactive
