height,sample_count,optimization_type,size
2329000,586,none,4054644
2354000,586,none,3767944
2379000,587,none,4064459
2404000,587,none,3905127
2429000,588,none,3791289
2454000,588,none,4197250
2479000,589,none,3931833
2504000,589,none,3881813
2529000,590,none,4027536
2554000,590,none,3971416
2579000,591,none,4437511
2604000,591,none,4324539
2629000,592,none,4245294
2654000,592,none,4120854
2679000,593,none,4056737
2704000,593,none,3860317
2729000,594,none,3896972
2754000,594,none,3929235
2779000,595,none,4072463
2804000,595,none,3876531
2829000,595,none,3830415
2854000,596,none,4088976
2879000,596,none,3869022
2904000,597,none,3923001
2929000,597,none,4029141
2954000,598,none,3996744
2979000,598,none,4261106
3004000,598,none,3887188
3029000,599,none,3935122
3054000,599,none,4434779
3079000,600,none,4056634
904000,538,none,2473574
929000,540,none,2805280
954000,541,none,3178655
979000,542,none,2963990
1004000,544,none,3030224
1029000,545,none,3346259
1054000,546,none,3040335
1079000,547,none,3420542
1104000,548,none,2946017
1129000,550,none,3153582
1154000,551,none,3215857
1179000,552,none,3476693
1204000,553,none,3373536
1229000,554,none,3328451
1254000,555,none,3531514
1279000,556,none,3483257
1304000,557,none,3597992
1329000,558,none,3701503
1354000,559,none,3394850
1379000,560,none,3568389
1404000,560,none,3629389
1429000,561,none,3677024
1454000,562,none,3564595
1479000,563,none,3792546
1504000,564,none,3823101
1529000,565,none,3879276
1554000,566,none,4045251
1579000,566,none,3586287
1604000,567,none,3305986
1629000,568,none,3770129
1654000,569,none,3678440
1679000,569,none,3767256
1704000,570,none,3242275
1729000,571,none,3531659
1754000,572,none,3410934
1779000,572,none,3811582
1804000,573,none,3509321
1829000,574,none,3452036
1854000,574,none,3784852
1879000,575,none,3865183
1904000,576,none,3670282
1929000,576,none,3866458
1954000,577,none,3455861
1979000,578,none,3793856
2004000,578,none,3806788
2029000,579,none,3850275
2054000,579,none,3742671
2079000,580,none,4195102
2104000,581,none,3674705
2129000,581,none,4014597
2154000,582,none,4112496
2179000,582,none,4015872
2204000,583,none,3928331
2229000,584,none,3639490
2254000,584,none,3832738
2279000,585,none,3623929
2304000,585,none,3780577
2329000,586,none,4024632
2354000,586,none,3705724
2379000,587,none,4087639
2404000,587,none,3890243
2429000,588,none,3748290
2454000,588,none,4212866
2479000,589,none,3936469
2504000,589,none,3843017
2529000,590,none,4022412
2554000,590,none,4002160
2579000,591,none,4455323
2604000,591,none,4334055
2629000,592,none,4267498
2654000,592,none,4133542
2679000,593,none,4032581
2704000,593,none,3865685
2729000,594,none,3833831
2754000,594,none,4004387
2779000,595,none,4075934
2804000,595,none,3848959
2829000,595,none,3859207
2854000,596,none,4086725
2879000,596,none,3862434
2904000,597,none,3923977
2929000,597,none,4056225
2954000,598,none,3999428
2979000,598,none,4302775
3004000,598,none,3877184
3029000,599,none,3935366
3054000,599,none,4398911
3079000,600,none,4062057
904000,538,none,2479918
929000,540,none,2794300
954000,541,none,3168651
979000,542,none,2937150
1004000,544,none,3069996
1029000,545,none,3354799
1054000,546,none,3056494
1079000,547,none,3422250
1104000,548,none,2938209
1129000,550,none,3152307
1154000,551,none,3181398
1179000,552,none,3484556
1204000,553,none,3363288
1229000,554,none,3320155
1254000,555,none,3562746
1279000,556,none,3511805
1304000,557,none,3573836
1329000,558,none,3714679
1354000,559,none,3396070
1379000,560,none,3565705
1404000,560,none,3637685
1429000,561,none,3654332
1454000,562,none,3540439
1479000,563,none,3794010
1504000,564,none,3785037
1529000,565,none,3804368
1554000,566,none,4061355
1579000,566,none,3601415
1604000,567,none,3315502
1629000,568,none,3756221
1654000,569,none,3655260
1679000,569,none,3767744
1704000,570,none,3276191
1729000,571,none,3517995
1754000,572,none,3435877
1779000,572,none,3804018
1804000,573,none,3536405
1829000,574,none,3499616
1854000,574,none,3789488
1879000,575,none,3852007
1904000,576,none,3671557
1929000,576,none,3835958
1954000,577,none,3499537
1979000,578,none,3783120
2004000,578,none,3812644
2029000,579,none,3847402
2054000,579,none,3764875
2079000,580,none,4185830
2104000,581,none,3657625
2129000,581,none,4025577
2154000,582,none,4101272
2179000,582,none,4013188
2204000,583,none,3907591
2229000,584,none,3696342
2254000,584,none,3827614
2279000,585,none,3640765
2304000,585,none,3779357
2329000,586,none,4079044
2354000,586,none,3704504
2379000,587,none,4084467
2404000,587,none,3886827
2429000,588,none,3783182
2454000,588,none,4198714
2479000,589,none,3905237
2504000,589,none,3849117
2529000,590,none,4048764
2554000,590,none,3976052
2579000,591,none,4467523
2604000,591,none,4339478
2629000,592,none,4243830
2654000,592,none,4084010
2679000,593,none,4049417
2704000,593,none,3879837
2729000,594,none,3844268
2754000,594,none,3992431
2779000,595,none,4039035
2804000,595,none,3868967
2829000,595,none,3842371
2854000,596,none,4074281
2879000,596,none,3839010
2904000,597,none,3930565
2929000,597,none,4057988
2954000,598,none,3999727
2979000,598,none,4290032
3004000,598,none,3952690
3029000,599,none,3913595
3054000,599,none,4438982
3079000,600,none,4043458
904000,538,none,2463570
929000,540,none,2807964
954000,541,none,3172067
979000,542,none,2963014
1004000,544,none,3019976
1029000,545,none,3354799
1054000,546,none,3041067
1079000,547,none,3412490
1104000,548,none,2964860
1129000,550,none,3150355
1154000,551,none,3184326
1179000,552,none,3499873
1204000,553,none,3405012
1229000,554,none,3323083
1254000,555,none,3544202
1279000,556,none,3498196
1304000,557,none,3597260
1329000,558,none,3686375
1354000,559,none,3406318
1379000,560,none,3549601
1404000,560,none,3650617
1429000,561,none,3660920
1454000,562,none,3551175
1479000,563,none,3819142
1504000,564,none,3817245
1529000,565,none,3831940
1554000,566,none,4051351
1579000,566,none,3624839
1604000,567,none,3274022
1629000,568,none,3777693
1654000,569,none,3716748
1679000,569,none,3781408
1704000,570,none,3245203
1729000,571,none,3485055
1754000,572,none,3397569
1779000,572,none,3834274
1804000,573,none,3529085
1829000,574,none,3507668
1854000,574,none,3748496
1879000,575,none,3908859
1904000,576,none,3668330
1929000,576,none,3856698
1954000,577,none,3516428
1979000,578,none,3777996
2004000,578,none,3808984
2029000,579,none,3833683
2054000,579,none,3719491
2079000,580,none,4209742
2104000,581,none,3655429
2129000,581,none,4045585
2154000,582,none,4061500
2179000,582,none,4000012
2204000,583,none,3903986
2229000,584,none,3637294
2254000,584,none,3809558
2279000,585,none,3626125
2304000,585,none,3828157
2329000,586,none,4070016
2354000,586,none,3742812
2379000,587,none,4087883
2404000,587,none,3914643
2429000,588,none,3773666
2454000,588,none,4175534
2479000,589,none,3921829
2504000,589,none,3874981
2529000,590,none,4025828
2554000,590,none,3993620
2579000,591,none,4442147
2604000,591,none,4366019
2629000,592,none,4245538
2654000,592,none,4089378
2679000,593,none,4053809
2704000,593,none,3867393
2729000,594,none,3918932
2754000,594,none,4024584
2779000,595,none,4056115
2804000,595,none,3879514
2829000,595,none,3818947
2854000,596,none,4085505
2879000,596,none,3823638
2904000,597,none,3925685
2929000,597,none,4047929
2954000,598,none,4013391
2979000,598,none,4251480
3004000,598,none,3907684
3029000,599,none,3929455
3054000,599,none,4386766
3079000,600,none,4013690
904000,538,none,2470402
929000,540,none,2815772
954000,541,none,3180607
979000,542,none,2977410
1004000,544,none,3039740
1029000,545,none,3377247
1054000,546,none,3050583
1079000,547,none,3427374
1104000,548,none,2944553
1129000,550,none,3124979
1154000,551,none,3190426
1179000,552,none,3432773
1204000,553,none,3382320
1229000,554,none,3322595
1254000,555,none,3524194
1279000,556,none,3516197
1304000,557,none,3597992
1329000,558,none,3737859
1354000,559,none,3389238
1379000,560,none,3544477
1404000,560,none,3625729
1429000,561,none,3663360
1454000,562,none,3538487
1479000,563,none,3833782
1504000,564,none,3796993
1529000,565,none,3854144
1554000,566,none,4037199
1579000,566,none,3598731
1604000,567,none,3287930
1629000,568,none,3770861
1654000,569,none,3653796
1679000,569,none,3826548
1704000,570,none,3265455
1729000,571,none,3554162
1754000,572,none,3400985
1779000,572,none,3827308
1804000,573,none,3475893
1829000,574,none,3468872
1854000,574,none,3789488
1879000,575,none,3867135
1904000,576,none,3719814
1929000,576,none,3821318
1954000,577,none,3488612
1979000,578,none,3777752
2004000,578,none,3785804
2029000,579,none,3837099
2054000,579,none,3743159
2079000,580,none,4217794
2104000,581,none,3678365
2129000,581,none,4027773
2154000,582,none,4093708
2179000,582,none,4007576
2204000,583,none,3903931
2229000,584,none,3670722
2254000,584,none,3835910
2279000,585,none,3630517
2304000,585,none,3810833
2329000,586,none,4044152
2354000,586,none,3738664
2379000,587,none,4055431
2404000,587,none,3897563
2429000,588,none,3773178
2454000,588,none,4186026
2479000,589,none,3922073
2504000,589,none,3863757
2529000,590,none,4036808
2554000,590,none,3989472
2579000,591,none,4442391
2604000,591,none,4366318
2629000,592,none,4238950
2654000,592,none,4135250
2679000,593,none,4057280
2704000,593,none,3883985
2729000,594,none,3897948
2754000,594,none,3969684
2779000,595,none,4071731
2804000,595,none,3803819
2829000,595,none,3838522
2854000,596,none,4054950
2879000,596,none,3873170
2904000,597,none,3982592
2929000,597,none,4081113
2954000,598,none,3994548
2979000,598,none,4307844
3004000,598,none,3940868
3029000,599,none,3958979
3054000,599,none,4372559
3079000,600,none,4029306
904000,538,none,2479430
929000,540,none,2815772
954000,541,none,3195003
979000,542,none,2935198
1004000,544,none,3038276
1029000,545,none,3358215
1054000,546,none,3055707
1079000,547,none,3429082
1104000,548,none,2959437
1129000,550,none,3166703
1154000,551,none,3209214
1179000,552,none,3434237
1204000,553,none,3405012
1229000,554,none,3335283
1254000,555,none,3520534
1279000,556,none,3499361
1304000,557,none,3592380
1329000,558,none,3739811
1354000,559,none,3409978
1379000,560,none,3519589
1404000,560,none,3615725
1429000,561,none,3688004
1454000,562,none,3570695
1479000,563,none,3799622
1504000,564,none,3776253
1529000,565,none,3803148
1554000,566,none,4067510
1579000,566,none,3601171
1604000,567,none,3297202
1629000,568,none,3748657
1654000,569,none,3663800
1679000,569,none,3768720
1704000,570,none,3188784
1729000,571,none,3510187
1754000,572,none,3401662
1779000,572,none,3823538
1804000,573,none,3506692
1829000,574,none,3505960
1854000,574,none,3769724
1879000,575,none,3857430
1904000,576,none,3678090
1929000,576,none,3836501
1954000,577,none,3469281
1979000,578,none,3789220
2004000,578,none,3796052
2029000,579,none,3868874
2054000,579,none,3725591
2079000,580,none,4165822
2104000,581,none,3686173
2129000,581,none,4015085
2154000,582,none,4141099
2179000,582,none,3981224
2204000,583,none,3935163
2229000,584,none,3650958
2254000,584,none,3819806
2279000,585,none,3656381
2304000,585,none,3815469
2329000,586,none,4049764
2354000,586,none,3687424
2379000,587,none,4082515
2404000,587,none,3887559
2429000,588,none,3799286
2454000,588,none,4212866
2479000,589,none,3882545
2504000,589,none,3892793
2529000,590,none,4056084
2554000,590,none,4010456
2579000,591,none,4488751
2604000,591,none,4328931
2629000,592,none,4264082
2654000,592,none,4125734
2679000,593,none,4062105
2704000,593,none,3855437
2729000,594,none,3822064
2754000,594,none,3884772
2779000,595,none,4059098
2804000,595,none,3871651
2829000,595,none,3827731
2854000,596,none,4058665
2879000,596,none,3834618
2904000,597,none,3971557
2929000,597,none,4050613
2954000,598,none,3985764
2979000,598,none,4292228
3004000,598,none,3910478
3029000,599,none,3917987
3054000,599,none,4373102
3079000,600,none,4061380
