height,sample_count,optimization_type,size
2004000,636,none,4547645
2029000,526,none,3700338
2054000,648,none,4715012
2079000,642,none,4218575
2104000,628,none,4904665
2129000,555,none,4255325
2154000,721,none,4782467
2179000,613,none,4168235
2204000,620,none,4357720
2229000,602,none,4343554
2254000,640,none,4849992
2279000,597,none,4290331
2304000,682,none,4662470
2329000,602,none,4538022
2354000,681,none,5201411
2379000,694,none,4248031
2404000,693,none,4614708
2429000,611,none,4361806
2454000,635,none,4623529
2479000,617,none,4335052
2504000,672,none,4427625
2529000,554,none,4293035
2554000,584,none,4485548
2579000,622,none,4483246
2604000,707,none,5010325
2629000,710,none,4687678
2654000,725,none,5020288
2679000,645,none,4734556
2704000,709,none,4910151
2729000,664,none,4813004
2754000,598,none,4462650
2779000,684,none,4631836
2804000,709,none,5088460
2829000,593,none,4547964
2854000,719,none,5919830
2879000,648,none,4656397
2904000,634,none,4534359
2929000,680,none,4541281
2954000,701,none,4988712
2979000,583,none,3859633
3004000,735,none,4655381
3029000,750,none,4791681
3054000,655,none,4102469
3079000,586,none,3889322
3104000,663,none,4026592
3129000,763,none,5117837
3154000,654,none,4652878
3179000,522,none,3806502
3204000,166,none,1064370
3229000,749,none,5227111
3254000,709,none,5235891
3279000,785,none,5616319
3304000,766,none,4679778
3329000,788,none,5484968
3354000,709,none,4782051
3379000,588,none,4253480
3404000,771,none,5529417
3429000,697,none,5079748
3454000,660,none,4889888
3479000,739,none,5622518
904000,135,none,452805
929000,316,none,1777432
954000,396,none,2184676
979000,439,none,2391757
1004000,544,none,3145148
1029000,482,none,2934146
1054000,481,none,3038767
1079000,504,none,3029540
1104000,485,none,3039231
1129000,567,none,3403885
1154000,210,none,1403458
1179000,485,none,3268835
1204000,604,none,3928080
1229000,524,none,3536208
1254000,610,none,4104578
1279000,507,none,2995545
1304000,439,none,2877369
1329000,516,none,3490628
1354000,505,none,3867979
1379000,568,none,3643060
1404000,499,none,3645853
1429000,535,none,3816193
1454000,547,none,3839057
1479000,568,none,4192792
1504000,588,none,4026264
1529000,427,none,2996269
1554000,545,none,3717435
1579000,572,none,3814080
1604000,569,none,3743155
1629000,526,none,3817894
1654000,578,none,4263370
1679000,525,none,3830771
1704000,297,none,2220275
1729000,631,none,4208457
1754000,637,none,4626027
1779000,477,none,3601943
1804000,552,none,4099137
1829000,584,none,4387896
1854000,565,none,3654903
1879000,573,none,3770212
1904000,587,none,3797145
1929000,582,none,3111230
1954000,612,none,4372841
1979000,591,none,3781261
2004000,636,none,4481820
2029000,526,none,3694238
2054000,648,none,4707393
2079000,642,none,4226194
2104000,628,none,4902524
2129000,555,none,4273137
2154000,721,none,4773683
2179000,613,none,4177995
2204000,620,none,4344001
2229000,602,none,4367710
2254000,640,none,4891228
2279000,597,none,4259776
2304000,682,none,4663202
2329000,602,none,4548758
2354000,681,none,5219223
2379000,694,none,4287614
2404000,693,none,4603295
2429000,611,none,4398217
2454000,635,none,4625914
2479000,617,none,4383907
2504000,672,none,4440368
2529000,554,none,4226911
2554000,584,none,4464564
2579000,622,none,4519358
2604000,707,none,5036921
2629000,710,none,4660539
2654000,725,none,5000091
2679000,645,none,4729920
2704000,709,none,4899848
2729000,664,none,4840033
2754000,598,none,4490954
2779000,684,none,4620069
2804000,709,none,5126524
2829000,593,none,4540699
2854000,719,none,5898114
2879000,648,none,4683481
2904000,634,none,4552415
2929000,680,none,4539573
2954000,701,none,5025068
2979000,583,none,3832793
3004000,735,none,4666660
3029000,750,none,4781622
3054000,655,none,4084956
3079000,586,none,3840766
3104000,663,none,4009457
3129000,763,none,5067817
3154000,654,none,4646778
3179000,522,none,3806746
3204000,166,none,1062906
3229000,749,none,5248339
3254000,709,none,5280787
3279000,785,none,5639200
3304000,766,none,4707405
3329000,788,none,5540112
3354000,709,none,4788395
3379000,588,none,4238596
3404000,771,none,5567969
3429000,697,none,5092003
3454000,660,none,4874028
3479000,739,none,5628673
904000,135,none,452805
929000,316,none,1780116
954000,396,none,2187360
979000,439,none,2380289
1004000,544,none,3153200
1029000,482,none,2967330
1054000,481,none,3032911
1079000,504,none,3021000
1104000,485,none,3044599
1129000,567,none,3422917
1154000,210,none,1403946
1179000,485,none,3291771
1204000,604,none,3936864
1229000,524,none,3537428
1254000,610,none,4076518
1279000,507,none,2921857
1304000,439,none,2859069
1329000,516,none,3523324
1354000,505,none,3842115
1379000,568,none,3638668
1404000,499,none,3638777
1429000,535,none,3818877
1454000,547,none,3878097
1479000,568,none,4183764
1504000,588,none,3978440
1529000,427,none,2994317
1554000,545,none,3697915
1579000,572,none,3799684
1604000,569,none,3707043
1629000,526,none,3801058
1654000,578,none,4262150
1679000,525,none,3837847
1704000,297,none,2220031
1729000,631,none,4228221
1754000,637,none,4649695
1779000,477,none,3610483
1804000,552,none,4124080
1829000,584,none,4348856
1854000,565,none,3680035
1879000,573,none,3759775
1904000,587,none,3849361
1929000,582,none,3148562
1954000,612,none,4390464
1979000,591,none,3804197
2004000,636,none,4531840
2029000,526,none,3690578
2054000,648,none,4735020
2079000,642,none,4216678
2104000,628,none,4884901
2129000,555,none,4249902
2154000,721,none,4814919
2179000,613,none,4174091
2204000,620,none,4365284
2229000,602,none,4347214
2254000,640,none,4879028
2279000,597,none,4292771
2304000,682,none,4660274
2329000,602,none,4540462
2354000,681,none,5249479
2379000,694,none,4321530
2404000,693,none,4649655
2429000,611,none,4401877
2454000,635,none,4625182
2479000,617,none,4397516
2504000,672,none,4395228
2529000,554,none,4264542
2554000,584,none,4491648
2579000,622,none,4442742
2604000,707,none,4992757
2629000,710,none,4687190
2654000,725,none,5040107
2679000,645,none,4709235
2704000,709,none,4945720
2729000,664,none,4857601
2754000,598,none,4457959
2779000,684,none,4672096
2804000,709,none,5120912
2829000,593,none,4523564
2854000,719,none,5927205
2879000,648,none,4647369
2904000,634,none,4530943
2929000,680,none,4508829
2954000,701,none,5029271
2979000,583,none,3849684
3004000,735,none,4645865
3029000,750,none,4793578
3054000,655,none,4089537
3079000,586,none,3874926
3104000,663,none,4024341
3129000,763,none,5080206
3154000,654,none,4623354
3179000,522,none,3811681
3204000,166,none,1071989
3229000,749,none,5234919
3254000,709,none,5260834
3279000,785,none,5629983
3304000,766,none,4729066
3329000,788,none,5468132
3354000,709,none,4778635
3379000,588,none,4244696
3404000,771,none,5529417
3429000,697,none,5067359
3454000,660,none,4877444
3479000,739,none,5642282
904000,135,none,452805
929000,316,none,1779384
954000,396,none,2179064
979000,439,none,2392001
1004000,544,none,3149052
1029000,482,none,3000026
1054000,481,none,3044135
1079000,504,none,3025880
1104000,485,none,3004339
1129000,567,none,3381193
1154000,210,none,1404434
1179000,485,none,3281279
1204000,604,none,3958580
1229000,524,none,3526204
1254000,610,none,4106286
1279000,507,none,2967485
1304000,439,none,2860777
1329000,516,none,3506488
1354000,505,none,3886035
1379000,568,none,3655016
1404000,499,none,3637313
1429000,535,none,3815217
1454000,547,none,3876633
1479000,568,none,4183032
1504000,588,none,4008940
1529000,427,none,2979189
1554000,545,none,3731099
1579000,572,none,3806516
1604000,569,none,3726807
1629000,526,none,3812526
1654000,578,none,4253122
1679000,525,none,3865175
1704000,297,none,2218567
1729000,631,none,4246765
1754000,637,none,4629687
1779000,477,none,3632199
1804000,552,none,4094556
1829000,584,none,4348124
1854000,565,none,3669787
1879000,573,none,3790220
1904000,587,none,3816421
1929000,582,none,3145634
1954000,612,none,4380893
1979000,591,none,3813225
2004000,636,none,4487432
2029000,526,none,3691011
2054000,648,none,4737216
2079000,642,none,4205210
2104000,628,none,4876117
2129000,555,none,4241362
2154000,721,none,4814919
2179000,613,none,4185803
2204000,620,none,4363088
2229000,602,none,4365026
2254000,640,none,4878241
2279000,597,none,4275636
2304000,682,none,4668814
2329000,602,none,4548514
2354000,681,none,5186039
2379000,694,none,4344466
2404000,693,none,4625932
2429000,611,none,4408465
2454000,635,none,4676422
2479000,617,none,4386536
2504000,672,none,4412985
2529000,554,none,4298403
2554000,584,none,4516780
2579000,622,none,4467331
2604000,707,none,5031553
2629000,710,none,4612227
2654000,725,none,5023271
2679000,645,none,4710644
2704000,709,none,4897896
2729000,664,none,4843016
2754000,598,none,4476503
2779000,684,none,4683808
2804000,709,none,5104375
2829000,593,none,4546500
2854000,719,none,5875422
2879000,648,none,4673776
2904000,634,none,4577602
2929000,680,none,4515661
2954000,701,none,4968460
2979000,583,none,3837185
3004000,735,none,4666361
3029000,750,none,4789186
3054000,655,none,4116676
3079000,586,none,3876390
3104000,663,none,4018485
3129000,763,none,5075625
3154000,654,none,4668250
3179000,522,none,3803818
3204000,166,none,1060222
3229000,749,none,5250590
3254000,709,none,5258827
3279000,785,none,5623151
3304000,766,none,4688806
3329000,788,none,5441292
3354000,709,none,4789615
3379000,588,none,4261776
3404000,771,none,5523561
3429000,697,none,5094443
3454000,660,none,4858900
3479000,739,none,5630869
904000,135,none,452805
929000,316,none,1779140
954000,396,none,2197364
979000,439,none,2383461
1004000,544,none,3139292
1029000,482,none,2961718
1054000,481,none,3057067
1079000,504,none,3028808
1104000,485,none,3055823
1129000,567,none,3413889
1154000,210,none,1403458
1179000,485,none,3247119
1204000,604,none,3978100
1229000,524,none,3561828
1254000,610,none,4114826
1279000,507,none,2956261
1304000,439,none,2864925
1329000,516,none,3519176
1354000,505,none,3856755
1379000,568,none,3627932
1404000,499,none,3641217
1429000,535,none,3827661
1454000,547,none,3838569
1479000,568,none,4187180
1504000,588,none,4027972
1529000,427,none,2985533
1554000,545,none,3714995
1579000,572,none,3777724
1604000,569,none,3704847
1629000,526,none,3786418
1654000,578,none,4254830
1679000,525,none,3848339
1704000,297,none,2220031
1729000,631,none,4248717
1754000,637,none,4628223
1779000,477,none,3586571
1804000,552,none,4108653
1829000,584,none,4378136
1854000,565,none,3678571
1879000,573,none,3817847
1904000,587,none,3827401
1929000,582,none,3091954
1954000,612,none,4393337
1979000,591,none,3785165
2004000,636,none,4531352
2029000,526,none,3696135
2054000,648,none,4707204
2079000,642,none,4203746
2104000,628,none,4889781
2129000,555,none,4267037
2154000,721,none,4807111
2179000,613,none,4187023
2204000,620,none,4347960
2229000,602,none,4327694
2254000,640,none,4875124
2279000,597,none,4263924
2304000,682,none,4686626
2329000,602,none,4563398
2354000,681,none,5203851
2379000,694,none,4301034
2404000,693,none,4615928
2429000,611,none,4352833
2454000,635,none,4653730
2479000,617,none,4367315
2504000,672,none,4420848
2529000,554,none,4268147
2554000,584,none,4509216
2579000,622,none,4489535
2604000,707,none,5007885
2629000,710,none,4608866
2654000,725,none,4987104
2679000,645,none,4707228
2704000,709,none,4879407
2729000,664,none,4797333
2754000,598,none,4429710
2779000,684,none,4667216
2804000,709,none,5176843
2829000,593,none,4539235
2854000,719,none,5892801
2879000,648,none,4655665
2904000,634,none,4582183
2929000,680,none,4528105
2954000,701,none,5041715
2979000,583,none,3857248
3004000,735,none,4674657
3029000,750,none,4763078
3054000,655,none,4082705
3079000,586,none,3861750
3104000,663,none,3998666
3129000,763,none,5061473
3154000,654,none,4662150
3179000,522,none,3800402
3204000,166,none,1065834
3229000,749,none,5231991
3254000,709,none,5244675
3279000,785,none,5618027
3304000,766,none,4712962
3329000,788,none,5475208
3354000,709,none,4781075
