height,cache_nodes,derive_parents,size
1304000,True,True,1661608
1304000,True,True,1694304
1304000,True,True,1674540
1304000,True,True,1684300
1304000,True,True,1691864
1304000,True,True,1679420
1304000,True,True,1688936
1304000,True,True,1673076
1304000,True,True,1681372
1304000,True,True,1670880
1304000,True,True,1679908
1304000,True,True,1673808
1304000,True,False,1687472
1304000,True,False,1683812
1304000,True,False,1693572
1304000,True,False,1679908
1304000,True,False,1698696
1304000,True,False,1683812
1304000,True,False,1674296
1304000,True,False,1681860
1304000,True,False,1697964
1304000,True,False,1681860
1304000,True,False,1671612
1304000,True,False,1696500
1304000,True,False,1688936
1304000,True,False,1676492
1304000,True,False,1683568
1304000,True,False,1672588
1304000,True,False,1681372
1304000,True,False,1679176
1304000,True,False,1687472
1304000,True,False,1673320
1304000,True,False,1682348
1304000,True,False,1682104
1304000,True,False,1688448
1304000,True,False,1669172
1304000,True,False,1676980
1304000,True,False,1681128
1304000,True,False,1683568
1304000,True,False,1673564
1304000,True,False,1691864
1304000,True,False,1690888
1304000,False,True,2380920
1304000,False,True,2403368
1304000,False,True,2359448
1304000,False,True,2357740
1304000,False,True,2382140
1304000,False,True,2365304
1304000,False,True,2365060
1304000,False,True,2359204
1304000,False,True,2378480
1304000,False,True,2371892
1304000,False,True,2360424
1304000,False,True,2375552
1304000,False,True,2347736
1304000,False,True,2376040
1304000,False,True,2347248
1304000,False,True,2398000
1304000,False,True,2357740
1304000,False,True,2373112
1304000,False,True,2370672
1304000,False,True,2385556
1304000,False,True,2361400
1304000,False,True,2376284
1304000,False,True,2364816
1304000,False,True,2358472
1304000,False,True,2367256
1304000,False,True,2383604
1304000,False,True,2362620
1304000,False,True,2361400
1304000,False,True,2371648
1304000,False,True,2360424
1304000,False,False,2386532
1304000,False,False,2382872
1304000,False,False,2390436
1304000,False,False,2402880
1304000,False,False,2404100
1304000,False,False,2376772
1304000,False,False,2380188
1304000,False,False,2378968
1304000,False,False,2400196
1304000,False,False,2387020
1304000,False,False,2358228
1304000,False,False,2361888
1304000,False,False,2390436
1304000,False,False,2399464
1304000,False,False,2373112
1304000,False,False,2385800
1304000,False,False,2395316
1304000,False,False,2383360
1304000,False,False,2388240
1304000,False,False,2393364
1304000,False,False,2382628
1304000,False,False,2397268
1304000,False,False,2401904
1304000,False,False,2401172
1304000,False,False,2385556
1304000,False,False,2397512
1304000,False,False,2364328
1304000,False,False,2399708
1304000,False,False,2379456
1304000,False,False,2405808
1354000,True,True,1694658
1354000,True,True,1697586
1354000,True,True,1696366
1354000,True,True,1698562
1354000,True,True,1684898
1354000,True,True,1711738
1354000,True,True,1715398
1354000,True,True,1680262
1354000,True,True,1700758
1354000,True,True,1684410
1354000,True,True,1682702
1354000,True,True,1687338
1354000,True,True,1681238
1354000,True,True,1687582
1354000,True,True,1693682
1354000,True,True,1696610
1354000,True,True,1702222
1354000,True,True,1680018
1354000,True,True,1696122
1354000,True,True,1693926
1354000,True,True,1688558
1354000,True,True,1680018
1354000,True,True,1687094
1354000,True,True,1681726
1354000,True,True,1675626
1354000,True,True,1684654
1354000,True,True,1689046
1354000,True,True,1675382
1354000,True,True,1671722
1354000,True,True,1692218
1354000,True,False,1680506
1354000,True,False,1690510
1354000,True,False,1707346
1354000,True,False,1686850
1354000,True,False,1685874
1354000,True,False,1711250
1354000,True,False,1706858
1354000,True,False,1694170
1354000,True,False,1686850
1354000,True,False,1708078
1354000,True,False,1703198
1354000,True,False,1702222
1354000,True,False,1678554
1354000,True,False,1690510
1354000,True,False,1694658
1354000,True,False,1685874
1354000,True,False,1713934
1354000,True,False,1690022
1354000,True,False,1687338
1354000,True,False,1692462
1354000,True,False,1695878
1354000,True,False,1700758
1354000,True,False,1695146
1354000,True,False,1690998
1354000,True,False,1699050
1354000,True,False,1698562
1354000,True,False,1705150
1354000,True,False,1692950
1354000,True,False,1690754
1354000,True,False,1694414
1354000,False,True,2311734
1354000,False,True,2301730
1354000,False,True,2304658
1354000,False,True,2280258
1354000,False,True,2299290
1354000,False,True,2304902
1354000,False,True,2295386
1354000,False,True,2281234
1354000,False,True,2306122
1354000,False,True,2283918
1354000,False,True,2300998
1354000,False,True,2317834
1354000,False,True,2309294
1354000,False,True,2304414
1354000,False,True,2304414
1354000,False,True,2307098
1354000,False,True,2288798
1354000,False,True,2317834
1354000,False,True,2281234
1354000,False,True,2299778
1354000,False,True,2306610
1354000,False,True,2310758
1354000,False,True,2281234
1354000,False,True,2312466
1354000,False,True,2311002
1354000,False,True,2288554
1354000,False,True,2314418
1354000,False,True,2314418
1354000,False,True,2307098
1354000,False,True,2278306
1354000,False,False,2330766
1354000,False,False,2311002
1354000,False,False,2342722
1354000,False,False,2336134
1354000,False,False,2322470
1354000,False,False,2334182
1354000,False,False,2328082
1354000,False,False,2339794
1354000,False,False,2313198
1354000,False,False,2308074
