,height,c,L,size
14238,1004000,0.5,144,1574919
14237,1004000,0.5,144,1574919
14236,1004000,0.5,144,1575163
14235,1004000,0.5,144,1568087
14234,1004000,0.5,144,1571015
14233,1004000,0.5,144,1594683
14232,1004000,0.5,144,1568575
14231,1004000,0.5,144,1581019
14230,1004000,0.5,144,1577115
14229,1004000,0.5,144,1585167
14228,1004000,0.5,144,1566623
14227,1004000,0.5,144,1572723
14226,1004000,0.5,144,1577603
14225,1004000,0.5,144,1561011
14224,1004000,0.5,144,1571015
14223,1004000,0.5,144,1583459
14222,1004000,0.5,144,1582971
14221,1004000,0.5,144,1587607
14220,1004000,0.5,144,1561987
14219,1004000,0.5,192,1630469
14218,1004000,0.5,192,1646085
14217,1004000,0.5,192,1637545
14216,1004000,0.5,192,1642913
14215,1004000,0.5,192,1635837
14214,1004000,0.5,192,1646817
14213,1004000,0.5,192,1626077
14212,1004000,0.5,192,1649501
14211,1004000,0.5,192,1643401
14210,1004000,0.5,192,1642181
14209,1004000,0.5,192,1631933
14208,1004000,0.5,192,1648769
14207,1004000,0.5,192,1636813
14206,1004000,0.5,192,1626809
14205,1004000,0.5,192,1638765
14204,1004000,0.5,192,1628761
14203,1004000,0.5,192,1631445
14202,1004000,0.5,192,1635837
14201,1004000,0.5,192,1647305
14200,1004000,0.5,192,1641205
14199,1004000,0.5,192,1640473
14198,1004000,0.5,192,1638277
14197,1004000,0.5,192,1645109
14196,1004000,0.5,192,1629493
14195,1004000,0.5,192,1643645
14194,1004000,0.5,192,1649745
14193,1004000,0.5,192,1650721
14192,1004000,0.5,192,1653649
14191,1004000,0.5,192,1641693
14190,1004000,0.5,192,1634373
14189,1004000,0.5,240,1704484
14188,1004000,0.5,240,1720344
14187,1004000,0.5,240,1728640
14186,1004000,0.5,240,1705948
14185,1004000,0.5,240,1727176
14184,1004000,0.5,240,1712780
14183,1004000,0.5,240,1706192
14182,1004000,0.5,240,1717172
14181,1004000,0.5,240,1721076
14180,1004000,0.5,240,1710340
14179,1004000,0.5,240,1704484
14178,1004000,0.5,240,1714976
14177,1004000,0.5,240,1707900
14176,1004000,0.5,240,1709852
14175,1004000,0.5,240,1717660
14174,1004000,0.5,240,1703752
14173,1004000,0.5,240,1719124
14172,1004000,0.5,240,1706436
14171,1004000,0.5,240,1701312
14170,1004000,0.5,240,1707900
14169,1004000,0.5,240,1715220
14168,1004000,0.5,240,1707900
14167,1004000,0.5,240,1717660
14166,1004000,0.5,240,1706680
14165,1004000,0.5,240,1705216
14164,1004000,0.5,240,1694968
14163,1004000,0.5,240,1714488
14162,1004000,0.5,240,1708144
14161,1004000,0.5,240,1714976
14160,1004000,0.5,240,1704240
14159,1004000,0.8,100,4146438
14158,1004000,0.8,100,4121062
14157,1004000,0.8,100,4142290
14156,1004000,0.8,100,4132530
14155,1004000,0.8,100,4137410
14154,1004000,0.8,100,4139362
14153,1004000,0.8,100,4164006
14152,1004000,0.8,100,4128382
14151,1004000,0.8,100,4148146
14150,1004000,0.8,100,4152050
14149,1004000,0.8,100,4133994
14148,1004000,0.8,100,4125698
14147,1004000,0.8,100,4114962
14146,1004000,0.8,100,4143022
14145,1004000,0.8,100,4127650
14144,1004000,0.8,100,4124234
14143,1004000,0.8,100,4133750
14142,1004000,0.8,100,4127650
14141,1004000,0.8,100,4153026
14140,1004000,0.8,100,4120086
14139,1004000,0.8,100,4140338
14138,1004000,0.8,100,4136922
14137,1004000,0.8,100,4151806
14136,1004000,0.8,100,4137898
14135,1004000,0.8,100,4152538
14134,1004000,0.8,100,4106178
14133,1004000,0.8,100,4117890
14132,1004000,0.8,100,4149122
14131,1004000,0.8,100,4134970
14130,1004000,0.8,100,4118378
14129,1004000,0.8,144,4094782
14128,1004000,0.8,144,4093318
14127,1004000,0.8,144,4069406
14126,1004000,0.8,144,4059890
14125,1004000,0.8,144,4090634
14124,1004000,0.8,144,4078190
14123,1004000,0.8,144,4077458
14122,1004000,0.8,144,4089902
14121,1004000,0.8,144,4068918
14120,1004000,0.8,144,4064526
14119,1004000,0.8,144,4076482
14118,1004000,0.8,144,4081850
14117,1004000,0.8,144,4080386
14116,1004000,0.8,144,4078922
14115,1004000,0.8,144,4051106
14114,1004000,0.8,144,4066234
14113,1004000,0.8,144,4081850
14112,1004000,0.8,144,4098686
14111,1004000,0.8,144,4067698
14110,1004000,0.8,144,4084290
14109,1004000,0.8,144,4089902
14108,1004000,0.8,144,4083802
14107,1004000,0.8,144,4075262
14106,1004000,0.8,144,4080386
14105,1004000,0.8,144,4039638
14104,1004000,0.8,144,4077458
14103,1004000,0.8,144,4069650
14102,1004000,0.8,144,4083070
14101,1004000,0.8,144,4064282
14100,1004000,0.8,144,4089170
14099,1004000,0.8,192,4080795
14098,1004000,0.8,192,4050051
14097,1004000,0.8,192,4052735
14096,1004000,0.8,192,4075427
14095,1004000,0.8,192,4087871
14094,1004000,0.8,192,4061519
14093,1004000,0.8,192,4057371
14092,1004000,0.8,192,4061519
14091,1004000,0.8,192,4062251
14090,1004000,0.8,192,4088115
14089,1004000,0.8,192,4100071
14088,1004000,0.8,192,4078111
14087,1004000,0.8,192,4048099
14086,1004000,0.8,192,4054199
14085,1004000,0.8,192,4035899
14084,1004000,0.8,192,4074207
14083,1004000,0.8,192,4049075
14082,1004000,0.8,192,4096899
14081,1004000,0.8,192,4077623
14080,1004000,0.8,192,4039315
14079,1004000,0.8,192,4071035
14078,1004000,0.8,192,4044439
14077,1004000,0.8,192,4058591
14076,1004000,0.8,192,4067619
14075,1004000,0.8,192,4070547
14074,1004000,0.8,192,4079575
14073,1004000,0.8,192,4045903
14072,1004000,0.8,192,4049075
14071,1004000,0.8,192,4040047
14070,1004000,0.8,192,4076891
14069,1004000,0.8,240,4076874
14068,1004000,0.8,240,4088098
14067,1004000,0.8,240,4079314
14066,1004000,0.8,240,4085170
14065,1004000,0.8,240,4088342
14064,1004000,0.8,240,4071018
14063,1004000,0.8,240,4095906
14062,1004000,0.8,240,4058818
14061,1004000,0.8,240,4045154
14060,1004000,0.8,240,4067846
14059,1004000,0.8,240,4083706
14058,1004000,0.8,240,4083218
14057,1004000,0.8,240,4073214
14056,1004000,0.8,240,4063454
14055,1004000,0.8,240,4075654
14054,1004000,0.8,240,4085902
14053,1004000,0.8,240,4096882
14052,1004000,0.8,240,4089318
14051,1004000,0.8,240,4062478
14050,1004000,0.8,240,4074678
14049,1004000,0.8,240,4046618
14048,1004000,0.8,240,4071506
14047,1004000,0.8,240,4093222
14046,1004000,0.8,240,4052962
14045,1004000,0.8,240,4098102
14044,1004000,0.8,240,4080534
14043,1004000,0.8,240,4086390
14042,1004000,0.8,240,4040518
14041,1004000,0.8,240,4078338
14040,1004000,0.8,240,4071994
14039,1054000,0.2,100,799559
14038,1054000,0.2,100,809807
14037,1054000,0.2,100,827131
14036,1054000,0.2,100,826155
14035,1054000,0.2,100,812491
14034,1054000,0.2,100,812979
14033,1054000,0.2,100,815907
14032,1054000,0.2,100,822495
14031,1054000,0.2,100,818103
14030,1054000,0.2,100,817127
14029,1054000,0.2,100,822983
14028,1054000,0.2,100,813467
14027,1054000,0.2,100,818347
14026,1054000,0.2,100,809563
14025,1054000,0.2,100,818103
14024,1054000,0.2,100,810783
14023,1054000,0.2,100,820787
14022,1054000,0.2,100,814931
14021,1054000,0.2,100,818835
14020,1054000,0.2,100,818835
14019,1054000,0.2,100,828595
14018,1054000,0.2,100,821031
14017,1054000,0.2,100,816151
14016,1054000,0.2,100,818103
14015,1054000,0.2,100,816151
14014,1054000,0.2,100,825179
14013,1054000,0.2,100,811759
14012,1054000,0.2,100,818835
14011,1054000,0.2,100,813467
14010,1054000,0.2,100,814199
14009,1054000,0.2,144,893039
14008,1054000,0.2,144,884987
14007,1054000,0.2,144,893527
14006,1054000,0.2,144,892551
14005,1054000,0.2,144,890111
14004,1054000,0.2,144,883279
14003,1054000,0.2,144,888647
14002,1054000,0.2,144,892551
14001,1054000,0.2,144,882547
14000,1054000,0.2,144,893283
13999,1054000,0.2,144,872543
13998,1054000,0.2,144,883035
13997,1054000,0.2,144,887427
13996,1054000,0.2,144,892063
13995,1054000,0.2,144,888891
13994,1054000,0.2,144,888647
13993,1054000,0.2,144,896943
13992,1054000,0.2,144,893283
13991,1054000,0.2,144,886939
13990,1054000,0.2,144,884011
13989,1054000,0.2,144,896943
13988,1054000,0.2,144,890355
13987,1054000,0.2,144,877667
13986,1054000,0.2,144,885719
13985,1054000,0.2,144,878399
13984,1054000,0.2,144,893527
13983,1054000,0.2,144,896455
13982,1054000,0.2,144,895479
13981,1054000,0.2,144,888891
13980,1054000,0.2,144,889623
13979,1054000,0.2,192,971965
13978,1054000,0.2,192,960009
13977,1054000,0.2,192,967573
13976,1054000,0.2,192,971477
13975,1054000,0.2,192,978797
13974,1054000,0.2,192,976113
13973,1054000,0.2,192,975381
13972,1054000,0.2,192,966109
13971,1054000,0.2,192,962693
13970,1054000,0.2,192,974649
13969,1054000,0.2,192,965377
13968,1054000,0.2,192,972697
13967,1054000,0.2,192,975625
13966,1054000,0.2,192,969525
13965,1054000,0.2,192,981969
13964,1054000,0.2,192,971721
13963,1054000,0.2,192,961717
13962,1054000,0.2,192,967329
13961,1054000,0.2,192,975381
13960,1054000,0.2,192,967085
13959,1054000,0.2,192,963181
13958,1054000,0.2,192,969037
13957,1054000,0.2,192,969037
13956,1054000,0.2,192,973673
13955,1054000,0.2,192,970013
13954,1054000,0.2,192,969281
13953,1054000,0.2,192,966597
13952,1054000,0.2,192,976357
13951,1054000,0.2,192,973917
13950,1054000,0.2,192,974893
13949,1054000,0.2,240,1056802
13948,1054000,0.2,240,1059974
13947,1054000,0.2,240,1060218
13946,1054000,0.2,240,1053874
13945,1054000,0.2,240,1045334
13944,1054000,0.2,240,1061194
13943,1054000,0.2,240,1051434
13942,1054000,0.2,240,1057290
13941,1054000,0.2,240,1056802
13940,1054000,0.2,240,1053874
13939,1054000,0.2,240,1056314
13938,1054000,0.2,240,1056314
13937,1054000,0.2,240,1057778
13936,1054000,0.2,240,1048750
13935,1054000,0.2,240,1054118
13934,1054000,0.2,240,1051190
13933,1054000,0.2,240,1066074
13932,1054000,0.2,240,1057290
13931,1054000,0.2,240,1053386
13930,1054000,0.2,240,1054606
13929,1054000,0.2,240,1054606
13928,1054000,0.2,240,1058510
13927,1054000,0.2,240,1057778
13926,1054000,0.2,240,1067294
13925,1054000,0.2,240,1055338
13924,1054000,0.2,240,1057290
13923,1054000,0.2,240,1052166
13922,1054000,0.2,240,1053142
13921,1054000,0.2,240,1054118
13920,1054000,0.2,240,1055826
13919,1054000,0.5,100,1644411
13918,1054000,0.5,100,1605859
13917,1054000,0.5,100,1618791
13916,1054000,0.5,100,1636603
13915,1054000,0.5,100,1633431
13914,1054000,0.5,100,1635627
13913,1054000,0.5,100,1623427
13912,1054000,0.5,100,1636115
13911,1054000,0.5,100,1633187
13910,1054000,0.5,100,1620499
13909,1054000,0.5,100,1618059
13908,1054000,0.5,100,1625867
13907,1054000,0.5,100,1623427
13906,1054000,0.5,100,1616595
13905,1054000,0.5,100,1616595
13904,1054000,0.5,100,1619523
13903,1054000,0.5,100,1621231
13902,1054000,0.5,100,1634407
13901,1054000,0.5,100,1629771
13900,1054000,0.5,100,1617327
13899,1054000,0.5,100,1629039
13898,1054000,0.5,100,1626843
13897,1054000,0.5,100,1613179
13896,1054000,0.5,100,1628307
13895,1054000,0.5,100,1620987
13894,1054000,0.5,100,1616595
13893,1054000,0.5,100,1622939
13892,1054000,0.5,100,1620499
13891,1054000,0.5,100,1614399
13890,1054000,0.5,100,1622695
13889,1054000,0.5,144,1656577
13888,1054000,0.5,144,1673169
13887,1054000,0.5,144,1657797
13886,1054000,0.5,144,1658285
13885,1054000,0.5,144,1665117
13884,1054000,0.5,144,1657309
13883,1054000,0.5,144,1680733
13882,1054000,0.5,144,1661213
13881,1054000,0.5,144,1653649
13880,1054000,0.5,144,1661945
13879,1054000,0.5,144,1651697
13878,1054000,0.5,144,1661945
13877,1054000,0.5,144,1662921
13876,1054000,0.5,144,1650233
13875,1054000,0.5,144,1661945
13874,1054000,0.5,144,1662677
13873,1054000,0.5,144,1665361
13872,1054000,0.5,144,1666337
13871,1054000,0.5,144,1657309
13870,1054000,0.5,144,1659505
13869,1054000,0.5,144,1669509
13868,1054000,0.5,144,1660481
13867,1054000,0.5,144,1654869
13866,1054000,0.5,144,1661457
13865,1054000,0.5,144,1657065
13864,1054000,0.5,144,1662433
13863,1054000,0.5,144,1660969
13862,1054000,0.5,144,1680977
13861,1054000,0.5,144,1662677
13860,1054000,0.5,144,1665361
13859,1054000,0.5,192,1723296
13858,1054000,0.5,192,1728664
13857,1054000,0.5,192,1716220
13856,1054000,0.5,192,1709876
13855,1054000,0.5,192,1716220
13854,1054000,0.5,192,1727200
13853,1054000,0.5,192,1717684
13852,1054000,0.5,192,1715732
13851,1054000,0.5,192,1723296
13850,1054000,0.5,192,1733300
13849,1054000,0.5,192,1722808
13848,1054000,0.5,192,1730128
13847,1054000,0.5,192,1716952
13846,1054000,0.5,192,1717928
13845,1054000,0.5,192,1705728
13844,1054000,0.5,192,1722564
13843,1054000,0.5,192,1722808
13842,1054000,0.5,192,1723052
13841,1054000,0.5,192,1726224
13840,1054000,0.5,192,1729152
13839,1054000,0.5,192,1726224
13838,1054000,0.5,192,1711828
13837,1054000,0.5,192,1715000
13836,1054000,0.5,192,1715000
13835,1054000,0.5,192,1723540
13834,1054000,0.5,192,1728664
13833,1054000,0.5,192,1722808
13832,1054000,0.5,192,1707680
13831,1054000,0.5,192,1729640
13830,1054000,0.5,192,1729640
13829,1054000,0.5,240,1801703
13828,1054000,0.5,240,1786819
13827,1054000,0.5,240,1791455
13826,1054000,0.5,240,1797311
13825,1054000,0.5,240,1789991
13824,1054000,0.5,240,1799019
13823,1054000,0.5,240,1791211
13822,1054000,0.5,240,1788039
13821,1054000,0.5,240,1799507
13820,1054000,0.5,240,1800239
13819,1054000,0.5,240,1801703
13818,1054000,0.5,240,1794139
13817,1054000,0.5,240,1795115
13816,1054000,0.5,240,1787307
13815,1054000,0.5,240,1795115
13814,1054000,0.5,240,1791699
13813,1054000,0.5,240,1793407
13812,1054000,0.5,240,1795603
13811,1054000,0.5,240,1796335
13810,1054000,0.5,240,1786087
13809,1054000,0.5,240,1797067
13808,1054000,0.5,240,1768519
13807,1054000,0.5,240,1791943
13806,1054000,0.5,240,1793407
13805,1054000,0.5,240,1790235
13804,1054000,0.5,240,1795603
13803,1054000,0.5,240,1796579
13802,1054000,0.5,240,1792187
13801,1054000,0.5,240,1795359
13800,1054000,0.5,240,1790235
13799,1054000,0.8,100,4419667
13798,1054000,0.8,100,4415763
13797,1054000,0.8,100,4423571
13796,1054000,0.8,100,4439675
13795,1054000,0.8,100,4406491
13794,1054000,0.8,100,4394779
13793,1054000,0.8,100,4392095
13792,1054000,0.8,100,4416983
13791,1054000,0.8,100,4420155
13790,1054000,0.8,100,4412103
13789,1054000,0.8,100,4432843
13788,1054000,0.8,100,4418203
13787,1054000,0.8,100,4403563
13786,1054000,0.8,100,4430159
13785,1054000,0.8,100,4423571
13784,1054000,0.8,100,4417227
13783,1054000,0.8,100,4410151
13782,1054000,0.8,100,4420155
13781,1054000,0.8,100,4415763
13780,1054000,0.8,100,4403807
13779,1054000,0.8,100,4442847
13778,1054000,0.8,100,4413323
13777,1054000,0.8,100,4426743
13776,1054000,0.8,100,4418447
13775,1054000,0.8,100,4403075
13774,1054000,0.8,100,4435039
13773,1054000,0.8,100,4425279
13772,1054000,0.8,100,4427231
13771,1054000,0.8,100,4416739
13770,1054000,0.8,100,4407711
13769,1054000,0.8,144,4350632
13768,1054000,0.8,144,4370152
13767,1054000,0.8,144,4354048
13766,1054000,0.8,144,4352828
13765,1054000,0.8,144,4353316
13764,1054000,0.8,144,4365516
13763,1054000,0.8,144,4348680
13762,1054000,0.8,144,4356732
13761,1054000,0.8,144,4325256
13760,1054000,0.8,144,4357464
13759,1054000,0.8,144,4341360
13758,1054000,0.8,144,4359172
13757,1054000,0.8,144,4362588
13756,1054000,0.8,144,4355268
13755,1054000,0.8,144,4351120
13754,1054000,0.8,144,4347704
13753,1054000,0.8,144,4350388
13752,1054000,0.8,144,4341116
13751,1054000,0.8,144,4345996
13750,1054000,0.8,144,4336480
13749,1054000,0.8,144,4324036
13748,1054000,0.8,144,4331356
13747,1054000,0.8,144,4364052
13746,1054000,0.8,144,4368444
13745,1054000,0.8,144,4356000
13744,1054000,0.8,144,4345264
13743,1054000,0.8,144,4331112
13742,1054000,0.8,144,4349412
13741,1054000,0.8,144,4357708
13740,1054000,0.8,144,4333552
13739,1054000,0.8,192,4319809
13738,1054000,0.8,192,4319321
13737,1054000,0.8,192,4320541
13736,1054000,0.8,192,4335181
13735,1054000,0.8,192,4329081
13734,1054000,0.8,192,4344941
13733,1054000,0.8,192,4308829
13732,1054000,0.8,192,4330301
13731,1054000,0.8,192,4319565
13730,1054000,0.8,192,4326153
13729,1054000,0.8,192,4346405
13728,1054000,0.8,192,4348357
13727,1054000,0.8,192,4316393
13726,1054000,0.8,192,4323469
13725,1054000,0.8,192,4327373
13724,1054000,0.8,192,4343477
13723,1054000,0.8,192,4341281
13722,1054000,0.8,192,4312245
13721,1054000,0.8,192,4331033
13720,1054000,0.8,192,4332009
13719,1054000,0.8,192,4302973
13718,1054000,0.8,192,4345673
13717,1054000,0.8,192,4337133
13716,1054000,0.8,192,4349821
13715,1054000,0.8,192,4329325
13714,1054000,0.8,192,4316881
13713,1054000,0.8,192,4328349
13712,1054000,0.8,192,4320297
13711,1054000,0.8,192,4342013
13710,1054000,0.8,192,4316637
13709,1054000,0.8,240,4340099
13708,1054000,0.8,240,4322531
13707,1054000,0.8,240,4333755
13706,1054000,0.8,240,4328143
13705,1054000,0.8,240,4341563
13704,1054000,0.8,240,4342539
13703,1054000,0.8,240,4353519
13702,1054000,0.8,240,4336683
13701,1054000,0.8,240,4335707
13700,1054000,0.8,240,4336195
13699,1054000,0.8,240,4327167
13698,1054000,0.8,240,4328875
13697,1054000,0.8,240,4322531
13696,1054000,0.8,240,4341563
13695,1054000,0.8,240,4312283
13694,1054000,0.8,240,4350591
13693,1054000,0.8,240,4349371
13692,1054000,0.8,240,4339611
13691,1054000,0.8,240,4333999
13690,1054000,0.8,240,4338635
13689,1054000,0.8,240,4339367
13688,1054000,0.8,240,4347175
13687,1054000,0.8,240,4332535
13686,1054000,0.8,240,4323019
13685,1054000,0.8,240,4326191
13684,1054000,0.8,240,4340587
13683,1054000,0.8,240,4323751
13682,1054000,0.8,240,4327411
13681,1054000,0.8,240,4338879
13680,1054000,0.8,240,4324971
13679,1104000,0.2,100,823770
13678,1104000,0.2,100,828406
13677,1104000,0.2,100,825966
13676,1104000,0.2,100,824014
13675,1104000,0.2,100,827186
13674,1104000,0.2,100,824014
13673,1104000,0.2,100,827430
13672,1104000,0.2,100,823770
13671,1104000,0.2,100,825478
13670,1104000,0.2,100,828406
13669,1104000,0.2,100,824014
13668,1104000,0.2,100,833774
13667,1104000,0.2,100,829382
13666,1104000,0.2,100,821574
13665,1104000,0.2,100,825966
13664,1104000,0.2,100,824502
13663,1104000,0.2,100,821818
13662,1104000,0.2,100,821574
13661,1104000,0.2,100,829382
13660,1104000,0.2,100,819378
13659,1104000,0.2,100,822306
13658,1104000,0.2,100,819134
13657,1104000,0.2,100,822794
13656,1104000,0.2,100,826454
13655,1104000,0.2,100,818158
13654,1104000,0.2,100,831822
13653,1104000,0.2,100,833042
13652,1104000,0.2,100,824258
13651,1104000,0.2,100,828162
13650,1104000,0.2,100,824258
13649,1104000,0.2,144,896510
13648,1104000,0.2,144,893094
13647,1104000,0.2,144,894802
13646,1104000,0.2,144,893094
13645,1104000,0.2,144,893826
13644,1104000,0.2,144,893338
13643,1104000,0.2,144,894070
13642,1104000,0.2,144,889190
13641,1104000,0.2,144,895534
13640,1104000,0.2,144,886994
13639,1104000,0.2,144,886994
13638,1104000,0.2,144,898462
13637,1104000,0.2,144,898462
13636,1104000,0.2,144,899438
13635,1104000,0.2,144,893826
13634,1104000,0.2,144,891142
13633,1104000,0.2,144,896510
13632,1104000,0.2,144,892362
13631,1104000,0.2,144,896022
13630,1104000,0.2,144,879918
13629,1104000,0.2,144,898218
13628,1104000,0.2,144,898706
13627,1104000,0.2,144,884554
13626,1104000,0.2,144,896022
13625,1104000,0.2,144,898218
13624,1104000,0.2,144,896022
13623,1104000,0.2,144,888214
13622,1104000,0.2,144,887482
13621,1104000,0.2,144,894558
13620,1104000,0.2,144,898218
13619,1104000,0.2,192,984952
13618,1104000,0.2,192,979340
13617,1104000,0.2,192,972752
13616,1104000,0.2,192,974948
13615,1104000,0.2,192,977876
13614,1104000,0.2,192,973484
13613,1104000,0.2,192,970800
13612,1104000,0.2,192,974216
13611,1104000,0.2,192,983732
13610,1104000,0.2,192,979584
13609,1104000,0.2,192,978364
13608,1104000,0.2,192,976656
13607,1104000,0.2,192,977632
13606,1104000,0.2,192,968360
13605,1104000,0.2,192,983244
13604,1104000,0.2,192,981536
13603,1104000,0.2,192,976412
13602,1104000,0.2,192,981536
13601,1104000,0.2,192,983732
13600,1104000,0.2,192,977876
13599,1104000,0.2,192,982024
13598,1104000,0.2,192,966164
13597,1104000,0.2,192,984220
13596,1104000,0.2,192,979828
13595,1104000,0.2,192,973240
13594,1104000,0.2,192,970068
13593,1104000,0.2,192,978120
13592,1104000,0.2,192,977388
13591,1104000,0.2,192,967384
13590,1104000,0.2,192,969092
13589,1104000,0.2,240,1062713
13588,1104000,0.2,240,1053441
13587,1104000,0.2,240,1057345
13586,1104000,0.2,240,1058565
13585,1104000,0.2,240,1064909
13584,1104000,0.2,240,1069057
13583,1104000,0.2,240,1067349
13582,1104000,0.2,240,1058321
13581,1104000,0.2,240,1064421
13580,1104000,0.2,240,1055881
